motion_tx	motion_ty	motion_tz	motion_rx	motion_ry	motion_rz	FD	scrub	slow_drift	slow_drift	slow_drift	wm_avg	vent_avg	global_signal_pca	compcor	compcor	compcor	compcor	compcor
-0.245882511138916	-0.236927986145020	-1.042772293090820	0.056796092540026	-0.066240780055523	0.315831959247589	0.217332601547241	0	1.400157213211060	1.409491658210754	1.400157213211060	0.265222132205963	20.740711212158203	1.379571795463562	0.015808396041393	-0.191595286130905	-0.019160108640790	0.219806343317032	0.016693176701665
-0.268381595611572	-0.220348358154297	-0.969402313232422	-0.025409517809749	-0.073404222726822	0.285012900829315	0.355419427156448	0	1.399848103523254	1.408255219459534	1.397375822067261	-1.489011645317078	-3.792349576950073	0.146502286195755	0.065323173999786	-0.187209904193878	-0.055775947868824	0.148699656128883	-0.075165085494518
-0.094315052032471	-0.205084800720215	-0.887355804443359	0.012244647368789	-0.105065807700157	0.312003135681152	0.278074175119400	0	1.398920893669128	1.404548406600952	1.389042496681213	-2.388323068618774	-15.079330444335938	-0.207966819405556	0.093786887824535	-0.159697383642197	0.018355127424002	0.216413050889969	-0.026482108980417
-0.228333950042725	-0.222846984863281	-0.867744445800781	-0.036403037607670	-0.052086554467678	0.291381806135178	0.483953952789307	0	1.397375822067261	1.398377418518066	1.375190138816833	-1.006562113761902	-13.607132911682129	0.076742105185986	0.052738770842552	-0.175842404365540	-0.028059555217624	0.137342467904091	-0.074480459094048
-0.013662815093994	-0.180277824401855	-0.803419113159180	0.057243984192610	-0.131100371479988	0.304804265499115	0.413780599832535	0	1.395213723182678	1.389753222465515	1.355873465538025	1.387832403182983	-11.411401748657227	0.473988413810730	-0.014184616506100	-0.161913797259331	0.053873538970947	0.155517205595970	0.028340861201286
-0.241019248962402	-0.182863235473633	-0.896335601806641	0.002206471050158	-0.091376751661301	0.295376181602478	0.243558570742607	0	1.392435550689697	1.378690838813782	1.331168770790100	1.895587563514709	-17.450975418090820	0.085598662495613	-0.027127742767334	-0.189766541123390	-0.042709864675999	0.107433974742889	0.001030382001773
-0.117507934570312	-0.169249534606934	-0.836748123168945	0.040991201996803	-0.080700449645519	0.291155546903610	0.223724946379662	0	1.389042496681213	1.365209817886353	1.301173448562622	1.892280817031860	-12.381176948547363	0.006140549201518	-0.030369132757187	-0.174853175878525	0.021716877818108	0.134584978222847	0.038571592420340
-0.189136028289795	-0.198587417602539	-0.864177703857422	-0.034363552927971	-0.087901927530766	0.264472335577011	0.258502721786499	0	1.385035991668701	1.349333882331848	1.266005873680115	1.175058841705322	-11.114089965820312	-0.339929580688477	-0.014456830918789	-0.186004668474197	-0.031383376568556	0.061224773526192	-0.073323942720890
-0.053043842315674	-0.181936264038086	-0.845340728759766	0.022463582456112	-0.124845758080482	0.270307123661041	0.291391313076019	1	1.380417943000793	1.331090569496155	1.225804805755615	-0.274380892515182	-17.355922698974609	-0.484985291957855	0.031990624964237	-0.163734182715416	0.020834462717175	0.131184816360474	-0.013256724923849
-0.203821659088135	-0.203050613403320	-0.842374801635742	-0.027326459065080	-0.076756432652473	0.234649270772934	0.270876526832581	1	1.375190138816833	1.310512185096741	1.180729031562805	-1.309011459350586	-15.336327552795410	-0.523821353912354	0.053863462060690	-0.173522233963013	-0.056562736630440	0.066509440541267	-0.149738892912865
-0.046568870544434	-0.207159042358398	-0.874204635620117	-0.000287314236630	-0.135958909988403	0.231869891285896	0.243619635701180	1	1.369355082511902	1.287634730339050	1.130956292152405	-1.349215507507324	-14.552668571472168	-0.473191320896149	0.056573700159788	-0.164998248219490	0.008117123506963	0.108003698289394	-0.113211192190647
