motion_tx	motion_ty	motion_tz	motion_rx	motion_ry	motion_rz	FD	scrub	slow_drift	slow_drift	slow_drift	slow_drift	slow_drift	slow_drift	wm_avg	vent_avg	global_signal_pca	compcor	compcor	compcor	compcor	compcor
-0.084471940994263	0.150045394897461	-0.790566444396973	-0.080784969031811	-0.277581930160522	0.087111152708530	0.130391746759415	0	1.400157213211060	1.409491658210754	1.400157213211060	1.409491658210754	1.400157213211060	1.409491658210754	5.286045551300049	62.927154541015625	4.854575634002686	-0.192226633429527	0.168024972081184	-0.067412070930004	-0.071942657232285	0.087827414274216
-0.066635131835938	0.139448165893555	-0.763100624084473	-0.129850089550018	-0.262539029121399	0.065857745707035	0.274855166673660	0	1.399848103523254	1.408255219459534	1.397375822067261	1.404548406600952	1.392435550689697	1.398377418518066	3.031359195709229	34.837112426757812	1.921690106391907	-0.182861357927322	0.051001418381929	-0.094789639115334	-0.052878204733133	0.048961021006107
-0.090025186538696	0.150901794433594	-0.777776718139648	0.039134617894888	-0.325347602367401	0.092279806733131	0.279674410820007	0	1.398920893669128	1.404548406600952	1.389042496681213	1.389753222465515	1.369355082511902	1.365209817886353	0.184963628649712	12.243531227111816	0.047915536910295	-0.162080883979797	-0.094922423362732	-0.053899608552456	-0.120432771742344	-0.002166376914829
-0.084662199020386	0.225311279296875	-0.825861930847168	0.173597335815430	-0.292832434177399	0.085288569331169	0.215929538011551	0	1.397375822067261	1.398377418518066	1.375190138816833	1.365209817886353	1.331168770790100	1.310512185096741	-1.040187597274780	3.465668439865112	-0.391788780689240	-0.137929722666740	-0.097899369895458	0.066777750849724	-0.120026096701622	0.013020851649344
-0.085682868957520	0.180494308471680	-0.722361564636230	0.177531853318214	-0.251232773065567	0.116062656044960	0.251543968915939	0	1.395213723182678	1.389753222465515	1.355873465538025	1.331090569496155	1.278294920921326	1.235146880149841	-0.453807562589645	7.870798587799072	-0.040474768728018	-0.109965607523918	-0.001583731267601	0.157608345150948	-0.094235800206661	0.100060097873211
-0.086250782012939	0.165468215942383	-0.638668060302734	0.018387250602245	-0.239995107054710	0.111971862614155	0.141371294856071	0	1.392435550689697	1.378690838813782	1.331168770790100	1.287634730339050	1.211312770843506	1.140302658081055	1.498004794120789	6.921334266662598	-0.090687453746796	-0.118716165423393	0.068926565349102	0.025377115234733	-0.016457865014672	0.173436060547829
-0.070833563804626	0.143161773681641	-0.638350486755371	-0.074009023606777	-0.242363393306732	0.135614827275276	0.249315172433853	0	1.389042496681213	1.365209817886353	1.301173448562622	1.235146880149841	1.130956292152405	1.027475237846375	1.091884613037109	-1.758778452873230	-0.546771466732025	-0.151519387960434	-0.037375960499048	-0.093678079545498	-0.057086985558271	0.101826503872871
-0.093619465827942	0.204839706420898	-0.672909736633301	0.066176787018776	-0.241290926933289	0.127569377422333	0.281957447528839	0	1.385035991668701	1.349333882331848	1.266005873680115	1.173995494842529	1.038105964660645	0.898443758487701	-0.731440722942352	-2.589838743209839	-0.457856804132462	-0.134161010384560	-0.096184611320496	0.036992352455854	-0.096053741872311	0.055438697338104
-0.070143818855286	0.272268295288086	-0.612947463989258	-0.062021031975746	-0.228104218840599	0.136404022574425	0.377894818782806	0	1.380417943000793	1.331090569496155	1.225804805755615	1.104609370231628	0.933778882026672	0.755243360996246	0.559282898902893	-2.120707511901855	0.313935399055481	-0.123434156179428	-0.019337544217706	0.114626303315163	-0.040138315409422	0.074531689286232
-0.078583598136902	0.160715103149414	-0.631833076477051	0.129626810550690	-0.188299298286438	0.093964353203773	0.281537324190140	0	1.375190138816833	1.310512185096741	1.180729031562805	1.027475237846375	0.819118201732635	0.600132346153259	2.506615400314331	5.293119430541992	1.141832947731018	-0.117765702307224	0.091006591916084	0.096289783716202	-0.062153190374374	0.097380563616753
-0.082064270973206	0.104274749755859	-0.582804679870605	-0.023277388885617	-0.206663623452187	0.120467014610767	0.164885267615318	0	1.369355082511902	1.287634730339050	1.130956292152405	0.943134009838104	0.695380091667175	0.435556858778000	4.232760429382324	4.015484333038330	1.221783757209778	-0.135100960731506	0.112159632146358	-0.046635314822197	-0.016707012429833	0.149506434798241
-0.056600809097290	0.098196029663086	-0.580249786376953	-0.123344577848911	-0.243517115712166	0.133418560028076	0.286542117595673	0	1.362915277481079	1.262498259544373	1.076683163642883	0.852177381515503	0.563920319080353	0.264112383127213	2.835764169692993	-2.024890422821045	0.200700923800468	-0.150155216455460	0.014932513237000	-0.108260937035084	-0.033388044685125	0.096136122941971
-0.068860888481140	0.129011154174805	-0.639247894287109	0.071313410997391	-0.229119628667831	0.131088361144066	0.174934104084969	0	1.355873465538025	1.235146880149841	1.018123865127563	0.755243360996246	0.426179200410843	0.088502712547779	0.037026263773441	-0.893349170684814	-0.282998800277710	-0.140959173440933	-0.100160770118237	-0.019663929939270	-0.088828466832638	0.021081022918224
-0.083900094032288	0.128152847290039	-0.691264152526855	0.184840634465218	-0.228438109159470	0.122660815715790	0.179041370749474	0	1.348232865333557	1.205628752708435	0.955509305000305	0.653011858463287	0.283665776252747	-0.088502712547779	0.092079669237137	-1.792330980300903	-0.317930430173874	-0.119454100728035	-0.073800310492516	0.060213215649128	-0.118933960795403	0.049598157405853
-0.076442599296570	0.069135665893555	-0.641585350036621	0.186895087361336	-0.173579290509224	0.137811765074730	0.325434446334839	0	1.339996814727783	1.173995494842529	0.889086663722992	0.546199977397919	0.137941509485245	-0.264112383127213	0.890375912189484	2.508784055709839	0.026666905730963	-0.097014829516411	0.042321972548962	0.128445163369179	-0.098916321992874	0.101013317704201
-0.086769461631775	0.030277252197266	-0.536690711975098	0.023106014356017	-0.152336001396179	0.126486316323280	0.178765803575516	0	1.331168770790100	1.140302658081055	0.819118201732635	0.435556858778000	-0.009397028945386	-0.435556858778000	1.925816893577576	1.040164828300476	-0.262574136257172	-0.107085146009922	0.046402458101511	-0.008912317454815	-0.043960854411125	0.138020411133766
-0.075307488441467	-0.017238616943359	-0.529856681823730	-0.017172263935208	-0.205516293644905	0.162463411688805	0.237042888998985	0	1.321752786636353	1.104609370231628	0.745879948139191	0.321858644485474	-0.156735569238663	-0.600132346153259	0.468689918518066	-6.500561714172363	-1.089972376823425	-0.120344206690788	-0.060623694211245	-0.084155037999153	-0.081378996372223	0.088162735104561
-0.069520354270935	0.074909210205078	-0.558957099914551	0.090974606573582	-0.190185293555260	0.159881949424744	0.143423020839691	0	1.311752796173096	1.066978216171265	0.669660925865173	0.205902799963951	-0.302459836006165	-0.755243360996246	-1.348925590515137	-3.644018650054932	-1.094816327095032	-0.111980870366096	-0.118417814373970	0.026960566639900	-0.100043602287769	0.046223312616348
-0.081803441047668	0.064886093139648	-0.563482284545898	0.162599056959152	-0.155486643314362	0.132600873708725	0.218801572918892	0	1.301173448562622	1.027475237846375	0.590762019157410	0.088502712547779	-0.444973260164261	-0.898443758487701	-0.959712564945221	-1.805205702781677	-0.747147798538208	-0.092019468545914	-0.068299710750580	0.113126412034035	-0.106577388942242	0.059318516403437
-0.086179137229919	-0.001838684082031	-0.495315551757812	0.079638056457043	-0.161432683467865	0.134833499789238	0.256403237581253	0	1.290019154548645	0.986169636249542	0.509494483470917	-0.029518164694309	-0.582714378833771	-1.027475237846375	1.456815361976624	7.336734771728516	0.183447346091270	-0.077950119972229	0.077143684029579	0.078760400414467	-0.081619575619698	0.132502242922783
-0.089686393737793	-0.070867538452148	-0.447337150573730	-0.061488293111324	-0.158319979906082	0.146311461925507	0.215407028794289	0	1.278294920921326	0.943134009838104	0.426179200410843	-0.147331997752190	-0.714174151420593	-1.140302658081055	1.865496754646301	-4.423814296722412	-0.358205467462540	-0.100601315498352	0.018174454569817	-0.077817477285862	-0.044668354094028	0.133317619562149
-0.084249854087830	-0.015151977539062	-0.512782096862793	-0.021179370582104	-0.204472273588181	0.131003946065903	0.284823149442673	0	1.266005873680115	0.898443758487701	0.341144859790802	-0.264112383127213	-0.837912261486053	-1.235146880149841	-0.354230374097824	-4.865824222564697	-0.848571896553040	-0.116865850985050	-0.106593988835812	-0.050239961594343	-0.081717804074287	0.051217857748270
-0.081692218780518	0.059595108032227	-0.563629150390625	0.076858423650265	-0.138055771589279	0.146081835031509	0.315236449241638	0	1.253157377243042	0.852177381515503	0.254727095365524	-0.379040241241455	-0.952572941780090	-1.310512185096741	-1.264396190643311	-2.565480709075928	-0.873690724372864	-0.107216343283653	-0.104528218507767	0.064224578440189	-0.102252773940563	0.030514154583216
